label,text
0,"Man sollte unseren Meineid Politiker die Zähne ziehen, und das Maul zunähen, kommt sowieso nur Müll raus"
1,Diese Nestbeschmutzer- Brut!?
0,"Köln 1945 - was war das schön. :-( Und nur weil Nazis und solche, die angeblich keine sein wollten, immer mehr Hass und Ängste gegen eine Minderheit verbreiteten. Manche Menschen so kleingeistig.... http://www.zeitzeugenboerse-koeln.de/uploads/pics/00012002.jbh_01.jpg?rand=950165664"
0,Wir leben mittlerweile in einer Diktatur :(
0,Na  klar weil ja auch die vorher angelehnten nicht ausreisen mussten!!!
0,Alle die nicht CDU/SPD/Grüne/FDP oder Linke wählen passen nicht ins Konzept und werden als Rechte abgestempelt! Dann bin ich ich jetzt auch ein Rechter! Dann haben wir ja Millionen Rechter in Deutschland! Wer kann sollte mal die Stimmenauszählung überwachen!
0,R A U S mit dem P A C K
0,Paragraph 11 welchen  Gesetzes?
0,Habt ihr alle lust mit ein zu blasen?
0,Solche dürfen dann gern mal Herrn Maas und Frau Merkel zu Hause besuchen.
0,Bin mir sicher im Auftrag der Regierung denn zum ersten weis Merkel aus ihrer DDR Zeit wie politische Gegner bekämpt werden und wer ein gesundes Land mutwillig in den Untergang führt schreckt auch vor Mord nicht zurück.
0,"Huch,sehe nur Schwarzfahrer"
0,Wahre Worte...da ist nichts mehr hinzuzufügen!!!
0,"Was soll es mich als Deutschen stören,  wenn die sich untereinander umbringen solange keine Deutsche zu schaden kommen?"
0,Hahaha Hammer soll n sich n Loch buddeln
0,Nennt man auch investigativen Journalismus...... ?
0,"Refugee-willcum, Chance für Deutschland, Bereicherung, alles Nazis, usw usf Posts von einem bekannten von mit Screenshoten ... hatte ALLES was er bisher pro-Assil Gepostet hatte gelöscht ..."
0,Soviel zur Integration! !!
1,Öffentlich hinrichten
1,"Ich finde 10 Jahre und die Hand abhacken die ,die führhand ist...wie in Arabien...."
0,bekommt die Ausländerkriminalität eine neue Qualität.
0,"wie kann man das wort flüchtling und integration nur in einen satz bringen?! flüchtlinge haben kein recht hier zu bleiben, nachdem in ihrem heimatland wieder frieden herscht, haben die die pflicht in ihr heimatland zurück zu kehren und nicht weiter bei uns sein zu müssen!"
0,Wir erleben ein verdrehtes 1945...
0,"Also gestern wurde bereits gesagt, zu wieviel Prozent unsere neuen lieben Erikawähler 'traumatisiert' seien. Schon klar- da werden die Weichen gestellt für Kommendes."
0,Das tut mir leid um die zwei.Es hätte einige Politiker treffen müssen die dafür verantwortlich sind das das Gesocks überhaupt nach Europa kommt.
0,"Suuuuper! Kein Wahlrecht für Frauen, miserable Jobs, keine freie Berufswahl für Frauen usw. Wo seit ihr eigentlich stehen geblieben?"
1,an die wand mit dem abschaum
0,tz diese gutmenschen machen alles kaputt und klar sollen wir auch schusswaffen einsetzen wenn nötig immer dieser kuschelkurs
0,"Meine Großmutter hatte 7 Kinder , und so oft ich auch nachfragte ,, sie wollte es nicht ändern   Sie war glücklich , hatte keine Not , alles war friedlich und geschlagen wurde sie von Niemanden!!! Übrigens ; Minirock und Implantate gab es noch nicht , was es nicht gibt kann einen auch nicht fehlen!!!"
0,Ein Donnerbalken würde auch reichen.
0,"Verbrecher im Auftrag der Politik! Das ist keine Demokratie mehr sondern Kommunismus pur mit einem neuen Diktator namens Merkel!!! Da kommt es einem aus allen Öffnungen! Ich kotze in der Farbe grün, rot wird geblutet und die Scheiße ist sowas von Schwarz! Schämt Euch da oben Euer Volk so zu verraten und zu verkaufen! Pfui"
0,Hey....Du bist echt GENIAL !!!! Wünsche Dir bleib wir Du bist !!!
0,"Es müssen Grenzen aufgezeigt werden und leider auch wieder errichtet werden. Mir geht's sicher wie vielen die dem europäischen Gedanken positiv gesehen haben. Aber zur Zeit bin ich nur enttäuscht, nicht nur wegen der Flüchtlingskrise. Heute noch Flüchtling,morgen in Köln dein Feind. Das nennt man Grenzschutz, nicht Flüchtlings-Schiessen."
0,"Wie in Dresden , Montags 11 Autos abgefackelt , Dienstag ein Kommentar das es von Antifanten sein muß , und das wars . Wäre dies aus einem anderen Spektrum gekommen , könnte man sicherlich heute noch davon lesen . Siehe AfD - Aussage über Schußwaffengebrauch , was legitim ist und bis jetzt Tagelang von den Bütteln ausgeschlachtet wird"
0,"""die frau hat ja sowas von recht.und wenn es die """"organe""""nicht machen dann müssen wir es halt machen.so langsam hab ich es satt hier in meinem heimatland."""
0,Das ist sie schon lange.......
0,"Es soll doch jeder in sein eigenen Land bleiben,da können Sie sich Untereinander von mir aus Totschlagen.........."
0,Es wird nur noch schlimmer so lange die Volksveräter an der macht sind
0,Wir haben unsere Entscheidung schon längst getroffen und lassen uns von den Augenwischern nicht mehr verdummen. Deutschland muss wieder mit harter Hand regiert werden. Die Verfassung muss  rigoros geändert werden.
0,vorwiegend Minderjährige....ich lach mich kaputt!Da ist kein einziger Minderjährig!Das wurde uns sugeriert von Idioten die ein Land in den Abgrund stürzen wollen!
0,"Ich halte nichts von dieser Frau und der Afd,aber Fr. Petry hat Recht. Immer schreien wir nach schärferen Gesetzen! Wir haben diese Gesetze und sollten sie auch einmal anwenden!"
0,raus mit dem müll
0,was bilden  sich diese leute geigentlich ein das ist ihr unser land. außer dem sollten sie sich mal anhören was benjamin friedmann gesagt hat. es recht jetzt das geht alles zu weit hier . nochmal das ist hier unser land
0,Der Mann hat absolut Recht! Lesenswert!
0,"Wir sind genau dort, wo wir nicht sein wollen! Wir haben aus der Geschichte gelernt und kein Europäer möchte an der Grenze Waffengewalt anwenden! Auch ich nicht! Wir haben unsere Grenze abgeschafft und Schengen eingerichtet und leben im Frieden miteinander! Es ist aber eine Frage, wie können wir diese Illegale Einwanderung zuströme zu stoppen! Leider, sage ich, sehr leider, bin der Meinung dass das ohne Möglichkeit zu Anwendung von der Waffengewalt nicht funktionieren wird. Jedes Land hat doch das recht eigene und auch alle Europäer Bürger zu schützen! Wir haben doch unsere Gesetze und jeder der zu uns kommt, muss diese Gesetze achten! An sonst muss er mit Strafe rechnen, im schlimmen fall muss er rechnen, das gegen über ihm das Waffengewalt angewendet wird! Wie wollen Sie sonst, dieses Jahr 2016 erwarteten 3´000´000 bis 10´000´000 Illegale Einwanderer, die einfach durch ganze Europa laufen (7 Europäische Länder) nicht registriert ohne Pässe und nach Deutschland kommen! Alles das, was ich bis jetzt von der Politiker gehört habe wird nicht funktionieren! Oder hat jemand einen anderen guten Vorschlag?"
0,"Ich habe nur zwei Mittelfinger, möchte aber noch wenigstens 1000Stck. dazu kaufen. Wer kann mir da helfen? Möchte sie alle hochhalten wie einst Effenberg.????????"
0,kann man so stehen lassen(10x däumchen)
0,"Wir werden von den USA quasi in diese Richtung gelenkt , das Deutsche Volk wird sich spalten und es wird Chaos Zerstörung und zuguter letzt einen fetten Krieg auf deutschem Boden herrschen . Genau das ist es was der Ami will."
0,weg mit dem pack
0,"Volksverdummung Teil XXVVII  Was nützt es wenn man außer Reden nichts tut und Taten darauf fehlen. Aber  der  einzelne Messias predigt Glaube und Hoffnung, obwohl er schon vorher weis das nichts davon eintritt und umsetzbar ist."
0,"""Und wer bezahlt diese """"Gutverdiener""""? Natürlich der Steuerzahler! Wir tun doch """"gerne"""" ein oder zwei Stündchen mehr arbeiten, damit die Steuern noch besser für die """"Willkommenen"""" fliessen können. Ach ja, wie sieht es mit Dank aus? Scheinbar wie in Köln!"""
0,Damit fängt es an und dann kommt eine neue Brille (Aber bitte keine Billige) usw. Ich sage nur ABWÄHLEN
0,Es tut mir leid- aber jetzt in Deutschland es geht nicht?.
0,"""Hier sollte sich die """"Mutter von Köln"""" wie auch Mutter Angie gründlich überlegen,"""
0,In 2 Jahren ist der wieder raus.
0,Da gebe ich dem 0548886d6188dc24 recht wier im Ausland können nicht verstehn das die deutsche nicht unternimmt
0,asysship-com     neu Agentur oder???
0,Alles nur traumatisierte Kindlein.  Die von den Grünen bezahlten Anwälte werden es schon richten. ?
0,Wenn schlagen wir zurück
0,"kriegen sozialstunden,sind traumatisiert"
0,"Um die Flüchtlinge nicht zu verstören, könnten sich unsere Frauen ja angemessen kleiden. Kostet ja nicht die Welt..."
0,"Nur das Nötigste bitte,wie bei uns."
0,...aber man darf sowas ja nicht beim Namen nennen-Herr Pleitgen hat was dagegen das die Ausländer benannt werden
0,"ich kann das gar nicht glauben, was in MEINEM HEIMATLAND  vor sich geht......Bin ich in einem falschen Film? Was ist hier eigentlich los? Macht endlich ein Ende mit diesem Wahnsinn!!!!!"
0,"Man sollte jeden der Regierenden an diesen Kosten persönlich beteiligen, denn es ist ja nicht ihr Geld, das hier rausgeschmissen wird, es ist das Geld der Steuerzahler, das an anderer Stelle wieder eingespart wird, siehe Infrastruktur, Rentner, Schule etc. Die Flüchtlinge könnten doch in Baracken auf dem Tempelhofer Fllughafen wohnen, wie früher die Gastarbeiter, da waren aber die Winter sehr viel kälter. Und Baracken zu bauen, werden ja die Berliner hinkriegen."
0,Ich erkenne Ihn. Der EGON War es wieder.  Hat sicher wieder mit Ralf und Klaus die Gegend unsicher gemacht?
0,Völlig klar. Nur idioten kapieren das nicht !!!
0,"...... gibt es da eigentlich Toiletten, wo die herkommen, weil da sind die mit diesem Klo auch überfordert."
0,"super, als Frau nur noch in Angst und Schrecken leben"
0,"Die kommen mir so bekannt vor, ich glaube es ist Berlin Marzahn"
1,"Und ich muss meine Familie schützen,damit keiner von den Moslems glauben kann,das Frauen und Kinder Freiwild sind.Erst dann wird der neu zugereiste Moslem lernen ,was Ehre ist."
0,ich hoffe das die Asylbeführworter mal Besuch von solchen Leuten kriegen.
0,Der Bürgerkrieg winkt.
0,Neue Zähne kosten beica10000Euro die man selber zahlen muß Jahre lang Krankengeld bezahlt
0,Ein Hip-Hop Song von mir für euch. Eine Kampfansage gegen die Bundesregierung.
0,"Daß ist eine Schweinerei,die seines gleichen sucht."
0,Echt jetzt?!!! Ach kommt wir leben demnächst wieder in alten Lehmhütten oder Tipis damit die sich ein Stück wie zuhause fühlen können! Buddeln ein Loch in den Boden und erledigen unsere Notdurft halt auch im hängen über dem Loch! ????
0,und wieder schlägt der kleine Heiko Maas zu .... was ein scheiß...
0,"Unglaublich ? Und vor allen Dingen,was wollen sie damit erreichen?Sollen jetzt alle denken,oh ups ist mein Denken doch falsch? Durch solche Maßnahmen wird alles nur noch schlimmer.Ich bin einfach nur noch sauer ????"
0,Das ist Kultur ?
0,Sehr andere gläubige abschlachzet sollte da wirklich lieber ruhig sein. Und erstmal inden eigenen Ländern mit gutem Beispiel vorran gehen.
0,Dann ist ja alles gut und wir können uns Zurücklehnen!
0,"""DIese """"Karikatur"""" trifft es auf den Punkt !!!"""
0,soviel zum Integrationswillen ...
0,"Wie lange noch, wie lange..."
0,Fr. Petry ganz deiner Meinung!
1,"Die haben immer noch nicht genug, vom dicken schwarz eines Kreuzritters.."
0,Willkommen in der Diktatur !!!!!
0,wie wärs wenn Ihr euch um euren eigenen Scheiß kümmert? :D
0,War doch vorauszusehen. Die Angst geht um.
0,heuchler!!!! eigentlich wollten sie eine schwanzverlaengerung fuer diese traumatisierten zahlen...
0,"Ja so ist das, es muss erst schlimmer werden bevor es sich bessert"
0,Sie hat Recht
0,"Ich wüsste da jemanden, der sich im Grabe umdrehen würde....."
0,"bin in den meisten Argumenten deiner Meinung! ... nur lerne bitte auch die Meinung anderer zu verstehen, nicht akzeptieren, aber nachdenken!"
0,Und so viel zu seiner politischen Aktivität. Glückwunsch :-)
0,"Artikel 200 GG : (4) Gegen jeden, der es unternimmt, diese Ordnung zu beseitigen, haben alle Deutschen das Recht zum Widerstand, wenn andere Abhilfe nicht möglich ist."
0,"sowas vor 20 -30 jahre,da wäre ein rollkommando in die zelle gekommen und ruhe war.heute ist die jva ein kindergarten."
0,Demnächst in Deutschlands Moschen und auf Salafistenveranstaltungen auf unseren Straßen. Ein Hoch auf unsere Politiker.
0,Es ist in diesem Land vor lauter Facharbeitern und Bereicherern nicht mehr zum aushalten!
0,Dazu muss ich kein Psychoanalytiker sein.
0,"Einige Comediens sollten sich allerdings in sachen Einwanderung und Migranten etwas zurückhalten, was ihre áktuellen Moralpredigten angeht..Ich kann mich noch an zeiten erinnern als diese Personen sich über Randgruppen in ihren Sendungen lustig gemacht haben.Da wurden sogar Politiker die im Roltsuhl sitzen, als Rollmops bezeichnet.Schämt euch ihr Klugscheisser."
1,"Was lernen wir daraus? Stefan ist ein Vollidiot und Hakim ist ein Arschloch, könnten also Seite an Seite bei Pegida mitmarschieren"
1,Nicht wundern. ..lest mal welche Abstammung Herr Zuckerberg ist
0,Ich glaube man sollte FB bald verlassen...
0,Hoffentlich haben die am Bahnhof von unseren Gutmenschen auch ein Kuscheltierchen bekommen.
0,"""Genau deswegen sage ich seit 2 Jahren: """"ich habe keine Angst for Muslimen, ich habe keine Angst vor dem Islam und vor Migranten schon gar nicht, es sind die Europäer, die mir Angst machen. An alle Muslime: reizen Sie die Europäer nicht...."""
0,"Setz doch einfach Schallkanonen ein,  wie es die Amis auf ihren Schiffen machen und gut ist ! Tötet nicht und hindern einen näher zu kommen. Aber dann hätten unsere Vollpfosten Politiker nichts an der Afd zu kritisieren!"
0,Müsst ihnen nur noch lernen wie Kirschen und Fleisch darin gewaschen werden
0,"Komisch, seit Bekanntwerden diese Beitrags ist nichts in den Nachrichten zu hören, kein ARD, ZDF, RTL (da sowieso nicht die sind mit derVolksverdummung lets Dance beschäftigt) keiner erwähnt diesen Bericht. Aber fas sind doch die vom Staat bezahlten Vollzeit Demonstranten. Irgendwie komisch?"
0,Ohne Worte
0,"Auftraggeber die Bertelsmannstiftung --- ach herje , die sind doch für die Volksverdummung mit verantwortlich, über deren TV Sender."
0,"die fehden werden hier ausgetragen, weil die autos dort noch nicht zusammengeschraubt sind"
0,Das is doch München?...Feldherrenhalle und Theatinerkirche
0,"keine gnade , wer sowas macht raus aus deutschland"
0,Wer sich nicht benehmen und anpassen kann hat hier nichts zu suchen.
0,"Es muss auch etwas geschehen, unser Land wird nicht nur durch Merkel Politik zerstört, unser Land wird geteilt wir gehen plötzlich gegenseitig auf uns los aus Freunden und Mitmenschen werden plötzlich Feinde, wir werden gegeneinander ausgespielt. Egal welches Ziel Merkel damit verfolgt es muss mit allen Mitteln gestoppt werden."
0,Das fängt ja an wie 1918 als die Straßenkämpfe um die Macht begannen !
0,"Wartet mal den Winter ab, dann wollen die Alle unter unsere Decken krabbeln. Das wird lustig !!!"
0,Und was kam bei dieser Sitzung raus? Bla Bla Bla !
0,Gerade dann richtig angucken und wenn sie dresche haben wolln können sie sie gern bekommen..
0,Zurück zu Frauenverachtung & Kinderhochzeit!
1,"Was seid ihr denn für hobbylose nazis ?? Flüchtlinge sind wie ihr Menschen. Denkt ihr es wird alles besser, nur weil ihr Angela Merkel als Volksveräterin bezeichnet? #FCKNZS"
0,"Das gute daran ,dieses pack legt sich selber um"
0,Wird? Sie ist schon lange eine Gefahr!
0,Traurig aber wahr...
0,Auf die wache und dann wieder ins Heim..  bis zur nächsten Schlägerei Vergewaltigung oder zum nächsten überfall
0,Demokratie? Meinungsfreiheit? Deutschland?
1,"So wie ich selber bereit bin, jederzeit mein Leben einzusetzen - jeder kann es mir nehmen - für mein Volk und für Deutschland, so verlange ich dasselbe auch von jedem anderen. Wer aber glaubt, sich diesem nationalen Gebot, sei es direkt oder indirekt, widersetzen zu können, der fällt! Verräter haben nichts zu erwarten als den Tod!"
0,das ist sie doch schon seit 10 jahren
0,Wenigstens machen sie sich gegenseitig alle................
0,"...dann bekommt die Ampfingering jetzt garantiert ein Strafverfahren wegen Körperverletzung!! Dem Dreck aus Afrika passiert sowieso NIX!! Im Gegenteil,er darf jetzt legal bleiben,er ist ja traumatisiert."
0,Klar das die das nicht checken. Darüber ham se eh nur Löcher im Boden gehabt oder sie ham sich eins gebuddelt.  Hahaha ??
0,"Glauben versetzt Berge, oder"
0,Wenn das alles so weiter geht haben wir bald den schönsten Bürgerkrieg im Land.
0,Was wollen die mit Zähnen???
1,Hahahahhaha saubere Nummer dazu gibt's nur 1 zu sagen .. F*** you ?
0,Soviel zum freiem Internet!
0,"Da sieht man mal das wir Deutsche nichts mehr zu sagen haben, was wir tun dürfen ist für die Herrschaften mit zu Arbeiten mehr nicht."
0,"Sofort an Ort und Stelle einfach versenken, wenn sich das rum spricht werden es auch nicht mehr so VIELE versuchen um nach Europa zu kommen."
0,"Und wenn das Klo dann schmutzig ist , dann putzen es die Deutschen wieder ."
0,Ein vorbildliches Musterbeispiel ein differenzierten sachlichen und respektvollen Stellungnahme - dem ist nichts mehr hinzuzufügen...!  :-)
0,alle raus da wo die herkommen aber ALLE und das problem ist gelöst !!!!
1,Wir können es auch einfacher haben. Verlasst doch einfach Deutschland. Dann braucht ihr keine Angst vor einer neuen Reichskristallnacht zu haben.
0,"Merkt ihr was??? Es stehen Wahlen an und man versucht die Wogen zu glätten. Wir glauben euch kein Wort mehr. Keine Stimme diese Parteien. (CDU, SPD, Grüne) Diee sind der Untergang."
0,Bin  gespannt wie sie das alles finanzieren wollen...naja die haben ja ihre Sachen in trockenen Tüchern dieses erbärmliche Politikerpack
0,Sind wohl auch viele Zuchtbullen dabei :-)
0,Die Stasi Merkel hat sie alle fest bei den Eiern. Armes Deutschland.  Macht trotzdem weiter so weit wie möglich.
0,ist sie schon !!!
0,"Unglaublich! Die Stadt ist verschuldet bis zum Sankt Nimmerleinstag und jetzt sollen 10000 Flüchtlinge für über eine halbe Milliarde Euro in Hotels einquartiert werden? So geht Urlaub heute! Lieber für einen Bruchteil nen großen Zaun ums Tempelhofer Feld ziehen. Das wäre genug Platz für alle 80000. Den Rest des Geldes dann dahin wo es hingehört, nämlich in unsere Rentner und eigenen Bedürftigen."
0,Bereitet Euch schon mal vor
0,Für diese dämliche Analyse brauchten wir Bürger kein son´n Spezialist!!! das wussten wir schon lange das die Alte Irre ist und unser Deutschland zerstört. Es sollten solch Alten Säcke nur noch Beratungsfunktionen einnehmen als das sagen zu haben...Merkel ist das beste Beispiel dafür...Die wie ihr Gefolge gehören weggesperrt und zur Verantwortung gezogen...
0,"sehr gut,hut ab"
0,"Blöder Typ - mit seinem Schwachsinnigen post, hat er völlig den Bezug zur Realität verloren ! Soll er lieber weiter von irgendwo runter springen als sich in Erwachsenen Dinge einzumischen ;)"
0,Tja wir müssen uns verteitigen und wenn mir einer an mein Hab und Gut oder an meine Wäsche will dann muss er mit Gegenwehr rechnen!!!
0,"Das glaubt keiner , das sind alles Heuchler und weicheier wo bleibt ein verantwortungsvoller Politiker der dem Irrsinn ein ende macht ?"
0,"Was wollen unsere Scheinheiligen Politikern Unsere Soldaten ins Ausland senden, wo sie um ihr Leben bangen müssen. Aber hier Terror machen wenn wir beschützt werden müssen"
1,"""Dreckschweine....!Und sie werden noch in Watte gepackt! Ja Fr.Merkel""""Scheisse wenn man sein Eigenes Volk Hasst""""!!!"""
0,"Und davor hatten wie kein Geld für Schulen (Bildung) , Straßen usw."
0,... Ich wohne zurück gelegen. Aber bin vorbereitet auf das Terror kruppzeug das sich hier breit macht.
0,"""Diese 50 Milliarden Euro müssen doch nun aktiv in die Deutsche Wirtschaft eingebracht werden um z.B. Verpflegung, Wohnraum, Container, Holzpflanztröge, Kleidung usw. zu beschaffen.. also dirket in Unternehmen die damit Arbeitsplätze finanzieren, Arbeitsplätze, die dann auch wieder Steueren zahlen..das ist doch ein super Handels und Wirtschaftskreislauf. Ich verstehe das Problem nicht. dieses Geld ist jetz wieder im regionalen Markt - .nicht in den ganzen Dingen über die wir uns vor der """"Flüchtlingskriese"""" aufgeregt haben..nicht in Banken und nicht im Weltmarkt...ja, das Geld ist jetzt wieder aktiv..super"""
0,"Wenn es so weitergeht, dürfen wir Deutschen uns den Ausländern beugen, und müssen nach deren Pfeife tanzen.Die Medien und auch die Regierung versuchen uns  doch schon zu diktieren wie wir uns verhalten sollen.Alles wird nur noch heriuntergespeilt, um ja keine ungewollte Stimmung aufkommen zu lassen.Es gibt auch noch andere Menschen ausser Rechtsextreme und Willkommensfanatiker"
0,Ich weis nicht was die Wahrheit sagen mit Hetze zu tuen hat.
0,Zurück mit denen
0,"Leute das ist doch kein Problem, wir zahlen Ihnen alles. Passt das nicht entwickeln wir Ihnen ein neues. Geld ist für die reichlich vorhanden."
0,Das predige ich schon seit Wochen. Sie konnte sich bisher immer durchsetzen und steht jetzt an ihrem Limit.  Ihr Ego verbietet jetzt klein bei zu geben. Sie muss vom Bundeskanzler Amt rausgetragen werden. So schnell als möglich.
0,und der Herr Maas duckt sich weg  hatte doch indirekt dazu ermuntert mit Bürger stellt euch in den Weg  Antifa macht das jetzt  und wird dafür noch bezahlt  sein Nachwuchs soll auch dabei sein
0,"und dann muß es  noch abgewogen werden ob er in seiner heimat nicht weiter verfolgt wird, da wird keiner abgeschoben, meines erachtens gehört jede verurteilung einer straftat mit sofortiger abschiebung bestraft, hin zur eu aussengrenze und fertig, die finden schon den weg wieder dahin wo sie her gekommen sind!"
0,Jetzt rettet die EU erst mal unsere spritpreise.. die können doch nicht so niedrig  bleiben. . Es dürfen alle profitieren nur wir kleine Bürger  nicht..
0,"Na wenn das unsere Rentensicherung sein soll, viel Spaß"
0,"Warum sollten die sich ändern?  Aus ihren Herkunftslaendern sind es ja gewohnt als Männer tun zu können was sie wollen.  Es ist die Aufgabe des Staates derartige Täter sofet abzuschieben. Es wird in Deutschland aber immer zi lasch mit Tätern umgegangen. Dad die Begrüßungspinner nichts sagen ist klar: es passt nicht in ihr Bild vom perfekten, hilflosen  schikanierten Asylanten.  Warum bieten die sich nicht an dann haben sie auch mal wieder Sex."
0,unsere Fachkräfte bleiben zu Hause und beziehen Hartz 4
0,Augenwischerei!
0,"Sven Lau wird wegen Terrorverdacht verhaftet, dass sie junge Leute radikalisieren usw. Aber seine Seite postet weiter fröhlich Videos... Aber uns gehen sie auf den Sack. Das verstehe wer will."
0,"""Das war ja auch, bevor überhaupt das erste Mal über eine """"Armlänge"""" in Deutschland gesprochen wurde."""
0,Deswegen habe ich meine Freundesliste von den selbsterkorenen Nazijägern aussortiert.
0,Kann mir einer das beantworten?
0,Welche Flüchtlinge?
0,"wir doofen Deutschen mit unserer ewigen Grundschuld, lassen solche verpesteten, schimmeligen Dreckschweine mit Sicherheit hier in Demutsland weiter verweilen !"
0,schade war das auto wohl leider zu langsam!!!!
0,Hintere Reihe die in der Mitte muss als erstes weg!!!
0,"""die finden also von """"Syrien"""" """"zu Fuss"""" hierher, aber nicht zu den Behörden..."""
0,Is ja wohl ein Witz !!!
0,"""Wenn keiner als """"Straftäter"""" verurteilt wird ... bringt das eeehm ... null."""
0,"MultiKulti gar in Deutschland gar nicht funktionieren, weil unsere heisigen linken Parteien Antideutsches Gedankengut pflegen und Ausländer bevorteilt unterstützen, schließlich ist es vielen willkommen Deutschland seine komplette Identität zu nehmen, um dann zu siegen. Viele Südländer/Araber neigen dazu links zu wählen, das ist dann das Ende."
0,"...das ist so lächerlich, was dabei rausgekommen ist, mir ist die Galle übergelaufen, als ich das gehört habe, was die beschlossen haben!"
0,Wir sollten unsere Poliezei mit Blumenstäuße bewafnen ....... :(
0,wurde wiederlegt
0,ALLES NUR PROPAGANDA VOR DEN WAHLEN!!!!
0,"Schließen und die ganze Familie und Verwanten sofort Abschieben-jeder Kriminelle Ausländer,wird gleich mit der ganzen Familie Abgeschoben,so passen die ältern fieleicht auf die jüngern auf..."
0,"Jedes Volk bekommt die Regierung, die es verdient -  darüber sollte man mal nachdenken"
0,"Haltet eure Stellung, Söhne des Nordens, meine Brüder! In euren Augen seh ich die selbe Furcht, die auch mich verzagen ließe! Der Tag mag kommen, da der Mut der Menschen erlischt, da wir unsere Gefährten im Stich lassen und aller Freundschaft Bande bricht, doch dieser Tag ist noch fern. Die Stunde der Wölfe und zerschmetterter Schilde, da das Zeitalter der Menschen tosend untergeht, doch dieser Tag ist noch fern, denn heute kämpfen wir! Bei allem was euch teuer ist auf dieser Erde, sag ich haltet Stand! Menschen des Nordens! Wird langsam Zeit die Sache in die Hand zu nehmen."
0,"Na, hoffentlich hört er die Engelein im Himmel singen !!!"
0,Die linken mal wieder
0,Ja pro Jahr Ca 20 Milliarden. Also schnell wieder nach Hause mit den Wirtschaftsflüchtlingen.Und wenn der Krieg vorbei ist auch zurück mit den Menschen die vorm Krieg geflohen sind.Das ist der kleinste Teil
0,Ich werde massiv von 02ab63aad79877f5 bedroht..muss ich mir das gefallen lassen???
0,"Betonköpfe hiessen sie in der DDR, die am Ende noch verbissen und verkniffen weiterregieren wollten. Ich warte echt drauf, dass Frau Mielke äh Merkel verkündet,  dass sie alle Menschen liebt."
0,Viel Glück
0,Bedankt euch bei Herrn Maas.?
1,Ach das is doch alles nur doof gequatsche damit die afd nicht gewählt wird und das hässliche Monster namens Merkel weiter an der Macht bleibt.!
0,"Ach jetzt werden da auch schon Maulkörbe verteilt ,das Volk muss ja auch nicht alles wissen !!!"
0,"Geht doch auf die Straße demonstrieren, hört den Rednern dort zu, verteilt flyer oder sowas aber macht irgentwas."
0,Und der dummdeutsche Sozialromantiker fällt natürlich drauf rein... :-( :-( :-(
0,"Zu teuer, der Bund gibt nur 760 im Monat für Unterkunft und Verpflegung. Das gibt einen Ruf in den Orient. Kommt alle nach Berlin."
0,Ich habe den größten Respekt vor jedem Deutschen Soldaten. Während die einen wimmernd flüchten und Frauen und Kinder im Krieg zurück lassen beweisen die anderen Mut und Ehre
0,Wenn das klappt wird gefeiert ☺
0,"Mit anderen Worten, unsere neuen Facharbeiter sind zu doof zum scheißen!"
0,Hat die Tagesschau auch Befehl von oben bekommen ?
0,"Da bekam man auch noch eine ordentliche Strafe, wenn man sich an Frauen oder Kindern vergriffen hat."
0,"das wird auch zeit, kriminelle asylanten raus."
0,Bereitet euch vor ist unser Nachbar bald auch bei uns
0,Entrechten und alles an Wertsachen abnehmen und dann Abschieben. (Transport muss irgendwie bezahlt werden)
0,"Hier Bürgerwehren gründen wollen , aber zu feige sein in ihrem eigenen Land für ihre Rechte zu kämpfen. Nee , da hauen se lieber ab und lassen Frau und Kind lieber zurück um sich hier wie die Made im Speck aufzuführen. Geht heim und kämpft für Euer Land wie Männer und fordert hier nicht was euch nicht zusteht ihr Memmen.??"
0,nicht als Alibigesetze! Nebel und Show - Houdini wäre erfreut.
0,"Gääähn..... Können dann leider nicht abgeschoben werden weil die Länder sie nicht zurück nehmen, oder weil Krieg im Land ist oder sie politisch verfolgt werden."
0,Aber die AFD muss vom Verfassungsschutz beobachtet werden?!?!?!? Ich lach mich kaputt! Lieber mal die Linke Fraktion etwas beobachten würde ich sagen.... Alles nur noch Kabarett !!!!
0,39e77c977585aa43 alles gut ausgebildete Frauen und nicht aggressive Männer gell ?
0,Fehlt nur noch Toilettenpapier aus 100 € Scheinen. .....
0,"wir wollen wir wollen,redet nicht,machen machen!!!!!!!!!!!!!!!!"
0,Alles Ausnahmefälle.....
0,Mobil gehts auch!
1,Gleich gut sichtbar als Abschreckung aufknüpfen
0,Die wissen ja dinge über mich die nicht mal ich selbst wusste
0,Muss man sich halt benehmen
1,9441830b3a9b9220 faktislam hat schon recht...
0,krass
0,"Gibt es hier ernsthaft Jemanden der glaubt, dass dieser Text von Felix Baumgartner persönlich geschrieben wurde? Nur ob ihm der vermutlich eingesetzte Ghostwriter mit dem Text einen Gefallen getan hat?"
0,"Danke, Herr Baumgartner! Genau auf den Punkt."
0,Verdammte Wanzen !!!
1,"Weil in der Türkay muss er arbeiten, in Deutschland kriegt er alles von Stadt. Der Drecksau muss für immer da bleiben !"
0,Einweisung in die Psychatrie
0,Dann wechselt mit Eurer Seit zu VK.com da gibt es solche Faxen nicht
